run_name,scenario,K,snr_db,ber_bcjr,ber_neural_bcjr,ber_neural_viterbi,ber_viterbi,decode_time_s_bcjr,decode_time_s_neural_bcjr,decode_time_s_neural_viterbi,decode_time_s_viterbi,fer_bcjr,fer_neural_bcjr,fer_neural_viterbi,fer_viterbi,delta_ber_nv_minus_v,delta_ber_nb_minus_b,delta_fer_nv_minus_v,delta_fer_nb_minus_b
research_p04_rayleigh_k256_dense,rayleigh,256,-6.0,0.487822265625,0.4883935546875,0.4903564453125,0.4913330078125,0.3840981017511513,0.4408516825002152,0.1399896604993409,0.0993952416267711,1.0,1.0,1.0,1.0,-0.0009765625,0.0005712890625000355,0.0,0.0
research_p05_impulsive_mismatch_k512,impulsive_mismatch,512,-6.0,0.4958951822916667,0.4960319010416666,0.4985286458333333,0.4995052083333333,0.7237185570002961,0.7945315486671947,0.2614572671654362,0.1904217819987874,1.0,1.0,1.0,1.0,-0.0009765625,0.00013671874999993117,0.0,0.0
research_p05_rayleigh_mismatch_k512,rayleigh_mismatch,512,-8.0,0.49890625,0.4991145833333333,0.4993489583333333,0.5002864583333333,0.7788075025011009,0.8473145816669179,0.2715507604995704,0.203435199331822,1.0,1.0,1.0,1.0,-0.00093749999999998,0.0002083333333333104,0.0,0.0
research_p01_awgn_k256,awgn,256,-4.0,0.4703645833333333,0.46984375,0.4765755208333333,0.4773828125,0.3519356726668775,0.3831877120027396,0.1115358099973915,0.0920430956652853,1.0,1.0,1.0,1.0,-0.0008072916666666541,-0.0005208333333333037,0.0,0.0
research_p04_rayleigh_k256_dense,rayleigh,256,-5.0,0.4821337890625,0.4838037109375,0.4870654296875,0.487841796875,0.4126967392500228,0.4686797938750533,0.1477045516249927,0.1067105486248328,1.0,1.0,1.0,1.0,-0.0007763671875000155,0.0016699218750000355,0.0,0.0
research_p03_impulsive_mismatch_k256,impulsive_mismatch,256,-6.0,0.49340625,0.4946875,0.4951796875,0.4958984375,0.4158968698015669,0.4719891932001337,0.1496106046000495,0.1081001800001831,1.0,1.0,1.0,1.0,-0.0007187499999999902,0.0012812500000000115,0.0,0.0
research_p02_rayleigh_k128,rayleigh,128,-8.0,0.4909895833333333,0.4927604166666666,0.4904166666666666,0.4911197916666667,0.197186952335954,0.2547419486641107,0.0705140813325609,0.0504256839990072,1.0,1.0,1.0,1.0,-0.0007031250000000822,0.001770833333333277,0.0,0.0
research_p02_amplitude_mismatch_k256,amplitude_mismatch,256,-6.0,0.4969010416666666,0.4962890625,0.4969010416666666,0.497578125,0.3520654833345907,0.3824280783334203,0.1117836246678295,0.0917756413326909,1.0,1.0,1.0,1.0,-0.0006770833333333837,-0.0006119791666666097,0.0,0.0
research_p01_awgn_k128,awgn,128,2.0,0.0108854166666666,0.01046875,0.0103125,0.0109895833333333,0.2155359280010452,0.2673414483340457,0.0737024069988789,0.0541365846657815,0.25,0.23,0.2433333333333333,0.24,-0.0006770833333332987,-0.00041666666666659996,0.0033333333333332993,-0.01999999999999999
research_p04_impulsive_mismatch_k256_dense,impulsive_mismatch,256,-8.0,0.495966796875,0.496689453125,0.4955810546875,0.49625,0.3680066213748068,0.4335892760002025,0.1423635678752907,0.0961915945009241,1.0,1.0,1.0,1.0,-0.0006689453125000022,0.0007226562500000089,0.0,0.0
research_p04_rayleigh_k256_dense,rayleigh,256,-8.0,0.494375,0.495556640625,0.4968017578125,0.4974658203125,0.3755949783757387,0.4375336777498887,0.1411001377501088,0.0976380472502205,1.0,1.0,1.0,1.0,-0.0006640624999999512,0.00118164062499998,0.0,0.0
research_p04_awgn_k256_dense,awgn,256,0.0,0.15025390625,0.1517626953125,0.155751953125,0.1564111328125,0.3708877555001527,0.4352563487514999,0.1428312559992628,0.0965297415017994,0.97,0.9675,0.97,0.96875,-0.0006591796874999833,0.0015087890624999878,0.0012499999999999734,-0.0024999999999999467
research_p06_rayleigh_mismatch_k256_neuralfocus,rayleigh_mismatch,256,-8.0,0.4942578125,0.4953466796875,0.4962255859375,0.496845703125,0.427592000999648,0.4871265857497928,0.1559426038750825,0.1100138809986674,1.0,1.0,1.0,1.0,-0.0006201171874999911,0.0010888671875000089,0.0,0.0
research_p03_impulsive_mismatch_k256,impulsive_mismatch,256,-8.0,0.4963828125,0.4961953125,0.495171875,0.4957890625,0.4607779412007657,0.5171285584006692,0.1628577675989363,0.1182764183994149,1.0,1.0,1.0,1.0,-0.0006171875000000049,-0.0001875000000000071,0.0,0.0
research_p04_awgn_k256_dense,awgn,256,-4.0,0.4704248046875,0.4713720703125,0.4751904296875,0.4757568359375,0.3680104592494171,0.4329501794984389,0.1419263084996055,0.0961577333747118,1.0,1.0,1.0,1.0,-0.0005664062499999845,0.0009472656250000266,0.0,0.0
research_p06_noise_mismatch_k256_neuralfocus,noise_mismatch,256,-8.0,0.497216796875,0.4971435546875,0.496357421875,0.4968701171875,0.3976766210002097,0.4616458607506501,0.1499912942500668,0.1022602589993039,1.0,1.0,1.0,1.0,-0.0005126953125000333,-7.32421874999889e-05,0.0,0.0
research_p06_amplitude_mismatch_k256_neuralfocus,amplitude_mismatch,256,-2.0,0.49015625,0.487158203125,0.4915625,0.492041015625,0.3644712930001696,0.4008996832507546,0.1184592861259443,0.0950468953756353,1.0,1.0,1.0,1.0,-0.0004785156250000089,-0.0029980468749999933,0.0,0.0
research_p05_rayleigh_k512,rayleigh,512,-8.0,0.4973958333333333,0.4972298177083333,0.497958984375,0.4984375,0.7237733413320772,0.794302087999337,0.2605640828327159,0.1900521226667721,1.0,1.0,1.0,1.0,-0.00047851562499995337,-0.00016601562500001554,0.0,0.0
research_p01_awgn_k512,awgn,512,-4.0,0.4743033854166666,0.4741015625,0.4786328125,0.4791015625,0.7233784183326255,0.793438757667318,0.2609127740018691,0.1899747566682829,1.0,1.0,1.0,1.0,-0.00046875000000001776,-0.00020182291666659413,0.0,0.0
